	BQYCK1	BQYCK2	BQYCK3	BQYCK4	BQYCK5	BQYCK6	BQYCK7	BQYCK8	BQYCK9	BQYNPK1	BQYNPK2	BQYNPK3	BQYNPK4	BQYNPK5	BQYNPK6	BQYNPK7	BQYNPK8	BQYNPK9	BQYNPKM1	BQYNPKM2	BQYNPKM3	BQYNPKM4	BQYNPKM5	BQYNPKM6	BQYNPKM7	BQYNPKM8	BQYNPKM9	BYCCK1	BYCCK2	BYCCK3	BYCCK4	BYCCK5	BYCCK6	BYCCK7	BYCCK8	BYCCK9	BYCNPK1	BYCNPK2	BYCNPK3	BYCNPK4	BYCNPK5	BYCNPK6	BYCNPK7	BYCNPK8	BYCNPK9	BYCNPKM1	BYCNPKM2	BYCNPKM3	BYCNPKM4	BYCNPKM5	BYCNPKM6	BYCNPKM7	BYCNPKM8	BYCNPKM9	BYYCK1	BYYCK2	BYYCK3	BYYCK4	BYYCK5	BYYCK6	BYYCK7	BYYCK8	BYYCK9	BYYNPK1	BYYNPK2	BYYNPK3	BYYNPK4	BYYNPK5	BYYNPK6	BYYNPK7	BYYNPK8	BYYNPK9	BYYNPKM1	BYYNPKM2	BYYNPKM3	BYYNPKM4	BYYNPKM5	BYYNPKM6	BYYNPKM7	BYYNPKM8	BYYNPKM9	BCCCK1	BCCCK2	BCCCK3	BCCNPK1	BCCNPK2	BCCNPK3	BCCNPKM1	BCCNPKM2	BCCNPKM3	BJX20CK1	BJX20CK2	BJX20CK3	BJX20CK4	BJX20CK5	BJX20CK6	BJX20CK7	BJX20CK8	BJX20CK9	BJX20NPK1	BJX20NPK2	BJX20NPK3	BJX20NPK4	BJX20NPK5	BJX20NPK6	BJX20NPK7	BJX20NPK8	BJX20NPK9	BJX20NPKM1	BJX20NPKM2	BJX20NPKM3	BJX20NPKM4	BJX20NPKM5	BJX20NPKM6	BJX20NPKM7	BJX20NPKM8	BJX20NPKM9	BHL20CK1	BHL20CK2	BHL20CK3	BHL20NPK1	BHL20NPK2	BHL20NPK3	BHL20NPKM1	BHL20NPKM2	BHL20NPKM3	RQYCK1	RQYCK2	RQYCK3	RQYCK4	RQYCK5	RQYCK6	RQYCK7	RQYCK8	RQYCK9	RQYNPK1	RQYNPK2	RQYNPK3	RQYNPK4	RQYNPK5	RQYNPK6	RQYNPK7	RQYNPK8	RQYNPK9	RQYNPKM1	RQYNPKM2	RQYNPKM3	RQYNPKM4	RQYNPKM5	RQYNPKM6	RQYNPKM7	RQYNPKM8	RQYNPKM9	RYCCK1	RYCCK2	RYCCK3	RYCCK4	RYCCK5	RYCCK6	RYCCK7	RYCCK8	RYCCK9	RYCNPK1	RYCNPK2	RYCNPK3	RYCNPK4	RYCNPK5	RYCNPK6	RYCNPK7	RYCNPK8	RYCNPK9	RYCNPKM1	RYCNPKM2	RYCNPKM3	RYCNPKM4	RYCNPKM5	RYCNPKM6	RYCNPKM7	RYCNPKM8	RYCNPKM9	RYYCK2	RYYCK3	RYYCK4	RYYCK5	RYYCK6	RYYCK7	RYYCK8	RYYCK9	RYYNPK1	RYYNPK2	RYYNPK3	RYYNPK4	RYYNPK5	RYYNPK6	RYYNPK7	RYYNPK8	RYYNPK9	RYYNPKM1	RYYNPKM2	RYYNPKM3	RYYNPKM4	RYYNPKM5	RYYNPKM6	RYYNPKM7	RYYNPKM8	RYYNPKM9	RCCSCK1	RCCSCK2	RCCSCK3	RCCSNPK1	RCCSNPK2	RCCSNPK3	RCCSNPKM1	RCCSNPKM2	RCCSNPKM3	RCCLCK1	RCCLCK2	RCCLCK3	RCCLNPK1	RCCLNPK2	RCCLNPK3	RCCLNPKM1	RCCLNPKM2	RCCLNPKM3	RJX20CK1	RJX20CK2	RJX20CK3	RJX20CK4	RJX20CK5	RJX20CK6	RJX20CK7	RJX20CK8	RJX20CK9	RJX20NPK1	RJX20NPK2	RJX20NPK3	RJX20NPK4	RJX20NPK5	RJX20NPK6	RJX20NPK7	RJX20NPK8	RJX20NPK9	RJX20NPKM1	RJX20NPKM2	RJX20NPKM3	RJX20NPKM4	RJX20NPKM5	RJX20NPKM8	RJX20NPKM9	RHL20SCK1	RHL20SCK2	RHL20SCK3	RHL20SNPK1	RHL20SNPK2	RHL20SNPK3	RHL20SNPKM1	RHL20SNPKM2	RHL20SNPKM3	RHL20LCK1	RHL20LCK2	RHL20LCK3	RHL20LNPK1	RHL20LNPK2	RHL20LNPK3	RHL20LNPKM1	RHL20LNPKM2	RHL20LNPKM3
OTU_2314	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	3	1	1	4	1	2	2	4	5	2	0	0	0	0	0	0	1	0	2	1	1	1	0	0	0	2	0	3	0	3	2	1	9	2	9	4	0	1	0	0	2	0	0	0	1	1	0	1	0	1	0	2	0	0	1	0	3	0	0	1	1	3	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	2	0	1	0	0	0	3	6	1	8	9	5	4	7	7	1	1	1	0	0	2	0	2	3	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	2	1	0	3	0	7	7	1	0	0	1	0	0	0	0	1	2	0	0	1	0	0	0	0	0	2	0	0	1	4	0	1	2	0	1	1	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	1	0	0	0	0	0	0	1	3	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	4	1	2	3	8	4	12	0	0	0	0	0	0	0	2	0	0	0	1	1	1	1	1	2	2
OTU_2316	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	1	1	0	1	0	0	2	0	3	1	1	3	1	0	3	3	1	6	2	1	5	1	1	0	3	4	3	1	7	14	2	1	4	8	2	4	1	6	2	2	2	5	3	1	8	2	0	7	3	2	5	11	9	7	11	12	1	10	0	1	0	6	1	0	3	2	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	2	0	2	0	4	0	3	0	2	5	0	1	2	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	2	1	1	3	1	2	1	0	2	1	3	0	2	1	1	5	1	0	3	1	1	1	0	2	1	2	4	2	4	2	5	2	3	3	3	1	0	1	1	1	0	0	2	1	3	1	6	1	3	2	2	1	5	3	3	5	7	4	6	5	1	1	4	3	3	4	2	3	5	4	5	3	1	0	7	2	4	2	3	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	2	1	3	1	2	1	1	0	4	1	3	2	1	3	4	1	0	1	1	1	2	0
OTU_2319	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	3	1	2	0	3	0	0	0	0	0	0	0	1	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	1	0	6	2	1	3	2	0	2	0	4	0	0	0	1	1	0	1	0	0	0	2	0	0	0	0	0	0	1	0	2	1	1	0	2	0	0	0	11	10	13	4	9	11	5	12	8	0	0	0	0	0	0	1	1	0	1	0	1	1	0	0	1	0	0	0	0	0	0	1	1	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	8	4	0	0	0	2	2	3	2	4	3	1	0	2	0	0	1	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	3	1	1	4	5	5	6	7	5	3	5	5	9	7	13	3	12	4	8	2	1
OTU_232	6	6	2	6	5	8	5	6	10	2	0	8	0	0	1	0	1	0	17	10	13	11	13	5	21	24	20	1	0	0	1	0	0	1	2	3	1	2	1	1	2	0	0	0	2	2	1	2	2	2	4	1	2	8	4	1	4	5	3	1	2	4	3	4	0	1	1	0	3	1	0	1	1	0	1	1	9	0	1	1	2	2	5	6	5	5	3	7	2	2	4	6	7	7	6	6	6	6	7	4	2	8	10	8	7	5	6	3	4	4	6	13	5	8	7	7	7	6	9	11	9	5	3	5	7	2	17	23	13	22	10	13	10	15	21	18	3	24	5	0	1	4	3	1	21	48	46	58	44	30	37	29	27	2	1	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	1	2	2	0	1	1	1	0	3	0	4	0	0	0	0	0	0	0	0	1	0	0	1	0	0	1	0	1	1	0	1	1	0	1	0	4	8	2	7	29	11	7	9	25	11	8	5	4	7	4	8	4	12	15	10	15	10	3	8	16	21	15	19	12	6	25	14	13	13	7	14	33	23	27	25	25	19	14	36	57	46	16	14	17	11	17	21	52	41	61	15	29	38	29	12	15
OTU_2320	0	1	0	0	0	0	0	1	4	0	0	0	0	0	0	0	0	0	1	2	14	3	0	2	1	12	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	2	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	6	2	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	7	0	1	0	0	0	0	0	2	2	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	9	4	5	8	3	37	19	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	0	0	0	0	0	0	0	26	0	0	5	1	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	1	0	0	0	0	2	0	1	0	0	0	1	1	0	0	0	1	0	0	1	0	5	0	0	11	0	0	8
OTU_2321	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	2	0	1	0	1	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_2324	3	3	1	0	0	2	3	6	3	0	0	0	0	0	0	0	0	0	0	2	3	1	0	2	0	1	1	1	0	0	1	0	0	0	0	1	2	0	2	1	5	3	4	2	0	0	0	0	0	2	0	0	9	1	25	22	19	19	15	12	7	9	8	20	38	40	20	27	38	20	25	37	12	26	13	27	29	20	27	32	24	11	13	16	0	3	4	6	8	6	2	0	0	1	0	0	0	1	0	0	0	1	0	0	0	0	1	0	15	22	9	14	22	14	17	15	16	3	3	2	1	0	2	4	1	0	2	3	2	2	1	1	0	4	0	0	0	1	0	1	1	0	0	0	5	1	3	3	0	0	2	0	1	0	0	0	0	2	1	1	1	3	0	3	3	2	1	3	6	2	4	1	1	0	1	3	2	5	6	2	13	17	5	9	8	6	8	5	8	24	17	19	10	19	15	14	11	16	11	21	23	22	21	16	11	20	15	8	10	3	3	0	4	6	1	5	9	2	2	3	6	1	3	2	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	5	10	9	11	19	10	21	0	0	1	0	0	2	0	1	1	1	0	1	0	0	0	1	0	1
OTU_2325	0	0	0	0	0	0	1	2	1	0	0	0	1	0	0	0	0	0	0	0	1	0	1	0	1	1	2	3	4	2	3	1	9	4	3	1	5	5	5	5	8	10	5	6	3	1	8	4	5	7	8	1	6	3	3	1	3	3	2	3	3	3	1	4	0	2	2	3	5	3	5	1	3	2	7	6	7	5	3	6	3	5	4	6	2	2	0	0	5	1	0	0	0	0	0	1	0	0	0	0	0	1	0	1	0	0	0	0	1	0	0	0	2	1	0	0	1	0	1	0	1	1	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	1	1	1	2	0	2	1	0	1	1	2	0	0	2	10	1	0	0	5	0	0	3	5	0	2	0	1	0	0	0	0	3	0	0	1	2	0	0	2	2	0	0	0	1	1	1	1	1	1	2	0	4	1	7	0	0	0	0	0	2	6	0	2	0	0	1	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	2	0	0	0	0	0	0	2	0	0	0	0	0
OTU_233	82	95	62	81	66	49	65	45	31	22	8	5	0	9	4	19	8	11	98	59	34	60	66	65	23	41	106	2	2	4	4	6	5	5	4	9	4	4	3	3	0	4	2	5	4	6	6	0	4	2	7	3	9	9	10	10	11	9	16	9	13	20	10	24	1	3	3	1	7	8	5	9	16	15	13	5	11	7	11	9	7	0	1	2	1	0	0	1	2	1	175	55	135	136	178	188	125	131	141	141	114	57	223	115	170	179	142	116	85	35	46	109	72	90	77	88	182	6	6	15	6	13	12	6	4	7	44	50	25	82	41	21	38	36	31	4	9	15	2	1	11	17	40	1	4	17	7	28	34	9	11	11	12	2	2	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	3	1	1	3	0	0	1	0	0	0	0	0	55	54	62	143	65	84	52	58	22	62	36	44	118	40	52	47	50	51	35	16	11	10	14	24	64	3	5	6	2	8	6	4	3	2	4	2	2	1	2	1	4	3	3
OTU_2331	3	1	1	2	3	1	3	0	4	2	2	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	4	13	4	7	11	3	1	4	6	4	6	10	2	4	2	12	8	2	0	0	0	1	0	1	1	0	0	0	0	0	2	0	0	0	0	2	1	3	1	1	2	1	1	1	2	5	0	6	9	5	0	16	7	2	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	7	12	7	6	15	11	7	6	3	17	11	10	6	8	7	10	5	7	0	0	0	0	3	0	2	2	0	2	4	1	2	1	1	1	0	0	0	0	0	0	0	1	0
OTU_2332	1	0	1	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	2	5	4	3	10	3	4	5	12	14	6	5	1	8	14	11	14	5	2	6	4	8	2	8	10	3	10	3	1	2	1	1	6	0	0	4	1	1	0	6	2	6	3	5	10	2	1	2	1	1	10	4	10	4	3	1	0	0	0	2	1	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	2	1	0	1	1	3	2	1	2	0	2	3	1	4	2	3	0	1	3	2	2	0	5	1	2	1	0	0	0	2	0	1	2	0	0	1	0	0	0	6	1	0	0	0	1	1	0	0	2	0	1	0	0	0	0	0	0	0	1	0	1	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_2333	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22	16	10	2	6	3	5	7	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	25	16	1	2	3	6	6	7	7	5	7	2	1	10	1	3	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	1	0	0	0	0	0	0	0	0	0	1	2	0	0	0	0	0	0	0
OTU_2337	1	1	0	3	1	1	1	1	0	3	0	1	0	1	0	0	0	0	4	5	4	5	4	3	3	4	6	0	0	2	0	0	0	0	0	0	0	1	2	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	3	0	0	0	1	0	3	0	0	0	0	0	1	2	0	0	0	0	0	0	1	0	0	3	2	3	1	2	6	5	2	8	0	1	0	0	1	1	3	0	1	1	1	0	1	0	0	1	1	0	2	3	3	2	0	0	0	0	2	3	1	4	1	2	1	1	2	6	3	1	1	1	4	4	0	3	1	1	0	0	0	0	0	0	1	0	4	4	3	1	2	1	7	2	1	0	0	0	1	0	0	0	1	0	0	0	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	1	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	2	9	3	18	5	1	5	10	8	2	1	3	4	2	4	4	5	9	2	1	0	1	1	1	1	0	0	3	1	1	0	0	0	1	0	0	2	1	2	4	3	2	3	1	3	2	0	3	3	3	2	2	3	4	4	0	4	1	5	4	6
OTU_234	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	2	4	3	3	6	3	8	11	2	7	10	1	2	1	0	2	4	7	2	5	1	13	7	8	3	2	8	1	24	5	4	16	10	18	3	19	19	89	49	34	102	106	172	113	33	249	219	19	32	145	138	93	107	128	102	11	17	19	11	12	6	2	6	6	21	21	17	40	76	57	39	43	16	1	1	3	1	0	1	3	0	1	2	0	2	2	1	2	1	1	0	0	1	0	2	0	0	2	0	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	2	1	0	0	0	2	0	1	6	0	3	0	1	1	0	0	10	12	15	11	28	32	47	14	22	37	27	4	7	28	7	6	10	19	14	4	1	2	2	10	0	3	4	4	5	5	6	6	4	0	1	5	1	7	22	11	7	10	2	1
OTU_2340	0	1	1	0	0	0	1	12	0	1	0	0	0	0	0	1	1	1	2	0	1	0	0	1	2	0	1	22	27	8	23	17	29	16	24	16	15	21	15	28	37	29	21	30	19	11	3	9	31	16	19	17	31	13	29	32	26	24	24	13	14	14	31	12	46	57	42	40	33	20	31	41	12	21	21	24	28	25	34	39	24	44	40	43	21	42	26	27	48	38	1	2	0	1	2	1	0	0	2	1	1	1	2	2	0	0	1	0	0	2	1	0	1	3	1	0	1	18	10	23	24	9	22	33	32	39	1	1	1	0	1	5	0	2	1	1	4	0	0	1	2	2	0	2	1	0	1	1	0	2	2	3	1	20	11	16	32	20	29	37	36	22	21	12	21	17	23	20	22	22	19	20	28	27	21	22	24	22	15	26	13	26	13	13	9	6	17	13	23	20	39	24	21	20	41	26	15	15	14	11	30	21	11	16	13	20	50	49	28	53	37	27	33	37	24	29	36	17	27	18	37	22	21	26	2	2	1	1	2	1	6	1	0	0	0	1	0	0	0	1	0	0	3	2	4	7	3	2	3	12	3	8	30	24	25	12	34	48	17	11	16	18	31	30	17	29	31
OTU_2341	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	5	3	17	17	4	5	5	7	4	0	0	1	0	1	0	1	3	1	0	0	1	1	3	2	0	0	0	4	8	6	3	7	3	5	3	2	0	1	0	0	1	0	0	3	0	0	0	0	1	1	1	1	1	0	1	2	2	2	0	0	2	0	0	0	2	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	3	2	1	2	0	0	0	0	2	1	1	1	1	1	1	0	1	0	0	0	0	0	1	0	0	1	1	0	0	0	0	0	0	0	0	3	2	10	2	9	5	0	2	4	0	1	1	0	0	0	0	0	0	0	0	1	0	0	1	0	1	0	7	1	1	0	1	0	2	0	3	0	1	0	0	0	1	0	0	1	0	0	1	0	0	0	2	0	0	1	3	0	1	1	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	1	0	4	0	1	0	0	0	0	0	0	3	1	0	0	0	0	0	2	0	7	0
OTU_2347	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	1	1	0	1	0	1	0	0	1	1	0	8	12	7	6	6	3	8	4	5	20	5	23	11	3	13	4	15	23	6	21	11	3	6	2	5	3	7	12	12	14	13	10	21	25	12	7	4	4	4	12	26	18	23	11	19	28	14	12	23	3	14	11	7	34	0	0	2	3	2	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	1	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	3	5	1	6	8	7	1	1	4	9	2	3	2	2	3	6	8	3	4	7	2	1	3	0	0	0	6	3	5	3	4	3	3	2	6	2	3	1	3	12	2	0	9	2	3	8	4	4	7	2	7	3	0	1	4	0	0	0	1	0	2	0	1	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0	0	0	0	1	0
OTU_235	7	3	1	5	2	4	6	5	3	3	5	6	4	5	7	4	3	11	8	4	6	7	2	4	10	12	7	194	207	251	158	172	165	108	146	119	150	93	140	166	125	207	133	156	162	57	107	98	90	95	57	107	62	88	86	67	65	82	81	82	64	68	90	65	107	101	167	111	169	188	134	93	90	117	121	119	107	124	111	92	130	0	0	3	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	1	108	45	81	57	102	105	68	70	44	20	35	40	46	45	75	49	99	75	49	40	126	27	38	41	55	21	30	19	21	14	10	21	18	18	18	33	33	32	56	13	47	40	9	23	7	12	39	26	15	25	10	15	22	0	0	0	0	1	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_2351	0	2	1	0	0	0	0	0	0	1	4	2	5	3	1	0	3	0	5	5	0	1	5	8	11	7	1	2	0	0	0	0	0	0	0	0	0	0	2	0	0	2	1	0	0	0	0	0	1	0	1	0	0	0	1	2	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	2	0	0	0	3	4	1	4	2	6	6	2	8	0	1	1	0	1	1	0	0	0	0	0	0	0	0	0	2	4	0	3	6	8	3	5	4	7	5	2	1	0	0	5	0	2	0	1	3	1	0	0	1	0	0	0	1	1	3	5	3	1	1	3	0	2	3	1	6	3	3	4	10	2	2	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	44	0	9	18	12	15	14	17	2	6	1	6	6	0	8	3	24	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	6	3	2	2	2	2	1	0	2	4	1	3	3	0	28	4	2	0	2	1	2	2	2	8	4
OTU_2352	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	1	0	0	2	2	2	9	11	12	3	5	5	1	0	1	1	0	1	1	2	0	0	1	1	0	0	0	0	1	1	20	6	25	15	7	14	21	10	8	3	3	1	6	4	4	4	1	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	5	0	3	3	6	3	5	6	4	0	1	1	2	0	1	0	1	0	0	0	0	1	0	0	0	0	0	0	2	1	4	0	2	2	3	1	2	1	3	4	1	5	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_2353	2	5	6	0	5	10	1	2	4	3	2	3	4	1	1	2	1	0	6	15	7	9	3	8	22	10	11	2	1	0	3	1	3	3	3	6	7	8	1	8	7	10	7	6	5	5	2	3	1	5	3	3	9	3	1	4	1	3	3	1	0	4	2	6	6	6	12	9	9	4	14	10	4	10	10	6	12	10	8	3	3	1	4	7	13	14	6	16	24	18	1	1	0	5	2	1	1	1	2	1	1	0	0	1	0	3	2	0	5	6	4	1	4	2	5	8	2	7	5	8	11	5	13	29	28	28	9	6	8	3	4	5	4	2	2	4	6	1	10	6	3	1	6	1	13	16	28	12	28	17	14	14	11	3	3	2	5	3	1	2	0	2	3	3	3	4	5	7	6	6	6	2	5	3	1	5	4	10	6	3	2	18	19	1	15	24	4	10	17	11	6	17	21	6	15	17	9	0	4	6	7	13	6	7	5	5	6	14	9	25	15	15	29	33	29	8	9	2	22	14	16	9	14	24	2	0	3	1	8	2	1	5	2	2	0	1	1	2	2	3	2	3	5	6	9	3	2	23	20	6	4	1	10	11	17	21	28	18	10	4	4	7	11	14	22	24	30
